ItemCode,ItemName,LastPurDat,ItmsGrpCod,ItmsGrpNam,Categoria_CI,Subcategoria_CI,Bodega,Stock_Bodega,Precio_B2B_Estandar,Precio_B2B_VIP,Precio_B2C,Precio_Promociones_Ecommerce,Ventas_2024,Ventas_2025,Ventas_2026,Ventas_Total_29_5_Meses,Alcance_Inventario_Meses,Alcance_Inventario_Meses_Redondeado
3RV20414HA10,"Interruptor automatico tamano S3 para proteccion de motores, CLASE 10 disparador por sobrecarga con retardo segun intensidad 36...50 A Disparador de cortocircuito 650 A borne de tornillo poder",2024-08-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,2.0,283.0,267.0,315.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
6SL32101PC242UL0,"SINAMICS G120 POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-20% 47-63HZ POTENC. SOBRECARGA ALTA: 7,5KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -20 BIS +50 GRD C",2024-08-07,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,VARIADORES,11,1.0,1831.0,1729.3,2034.4,0.0,1.0,0.0,0.0,1.0,29.5,30
3NA3812,"cartucho de fusibles NH, NH000, Entrada: 32 A, gG, Un AC: 500 V, Un DC: 250 V, indicador de fusion superior, orejetas energizadas",2024-07-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,13.0,9.9,9.4,11.0,0.0,39.0,3.0,0.0,42.0,9.130952380952381,9
8WH10000AG00,"borne, conexión por tornillo, borne de paso, 4 mm², gris",2024-07-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,64.0,1.8,1.7,2.0,0.0,160.0,2.0,24.0,186.0,10.150537634408604,10
ACS35503E07A52-IP66,"VARIADOR DE FRECUENCIA ABB, 1.5KW, 200/240V, IP66",2024-07-15,105,EQUI.AUTO.Y CONTROL,,,15,1.0,450.0,425.0,500.0,0.0,1.0,0.0,0.0,1.0,29.5,30
TCZ-230,SIRENA MOTOR 220VAC,2024-07-10,105,EQUI.AUTO.Y CONTROL,,,11,1.0,28.6,27.0,31.8,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RT10566AP36,"contactor de potencia, AC-3e/AC-3 185 A, 90 kW/400 V AC (50-60 Hz)/DC Uc:  220-240 V tripolar, contactos auxiliares 2 NA + 2 NC accionamiento: convencional circuito ppal.: barra circuito de",2024-07-08,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,675.3,637.8,750.4,0.0,3.0,1.0,1.0,5.0,5.9,6
3RT20241AC20,"contactor de potencia, AC-3e/AC-3, 12 A, 5,5 kW/400 V, tripolar, 24 V AC, 50/60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2024-07-04,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,5.0,63.7,60.1,70.8,0.0,4.0,0.0,0.0,4.0,36.875,37
3RU21160JB0,"Rele de sobrecarga 0,70...1,0 A termico para proteccion de motores tamano S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2024-07-04,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,1.0,47.7,45.0,53.0,0.0,2.0,0.0,0.0,2.0,14.75,15
Q370,"Siemens Low Voltage Interruptores automáticos residenciales Interruptores pequeños termomagnéticos Interruptores - Tipo QP/MP 3 polos 240 V AC son protecciones de circuito, redes de centro",2024-07-04,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,53.2,50.2,59.1,0.0,3.0,0.0,0.0,3.0,9.833333333333332,10
3NE14360,"Cartucho de fusibles SITOR, con contactos de cuchilla, NH3, Entrada: 630 A, gS, Un AC: 690 V, Un DC: 440 V, indicador de fusion superior",2024-07-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,6.0,221.0,209.0,246.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SU12002PR101AA0,"potenciómetro, compacto, 22 mm, redondo, plástico, negro, 4,7k Ohm, con soporte, borne de tornillo",2024-06-28,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,1.0,90.0,85.0,100.0,0.0,2.0,0.0,0.0,2.0,14.75,15
8WH10000AH00,"borne, conexión por tornillo, borne de paso, 6 mm², gris",2024-06-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,128.0,2.4,2.3,2.7,0.0,46.0,26.0,50.0,122.0,30.95081967213115,31
5SL61327CC,"Automato2 magnetotermico 230/400 V 6 kA, 1 polo, C, 32 A",2024-06-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,12.0,7.3,6.9,8.15,0.0,5.0,0.0,0.0,5.0,70.8,71
MX:B370,"Siemens Low Voltage, var. moldeada, caja de interruptores automaticos. Montaje en tablero de distribucion, 240 V Interruptores automaticos, tipo BL, 3 polos, 240 V AC son circuitos, proteccion;",2024-06-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,61.8,58.3,68.6,0.0,6.0,2.0,0.0,8.0,3.6875,4
Q2020,"Siemens Low Voltage Interruptores automaticos residenciales Interruptores pequenos termomagneticos Interruptores - duplex, triplex, cuadruplex son circuitos, redes de centro de carga de",2024-06-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,2.0,11.6,11.0,12.9,0.0,10.0,0.0,0.0,10.0,5.9,6
3RV20214NA10,"Interruptor automatico tamano S0 para proteccion de motores, CLASE 10 Disparador por sobrecarga con retardo segun intensidad 23...28 A Disparador de cortocircuito 364 A borne de tornillo poder",2024-06-12,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,2.0,124.3,117.4,138.1,0.0,3.0,0.0,0.0,3.0,19.666666666666664,20
5SL62507CC,"Automático magnetotérmico 400V 6kA, 2 polos, C, 50A Interruptor automático 400V 6kA, 2 polos, C, 50A",2024-06-06,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,3.0,16.6,15.6,18.4,0.0,2.0,1.0,0.0,3.0,29.5,30
3RT29161BB00,"limitador de sobretensión, varistor, 24-48 V AC, 50/60 Hz, 24-70 V DC, para contactores 3RT2.1 y contactores auxiliares 3RH2",2024-05-23,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,10.0,19.6,18.5,21.8,0.0,9.0,1.0,0.0,10.0,29.5,30
5SL61027CC,"Automato magnetotermico 230/400 V 6 kA, 1 polo, C, 2 A",2024-05-03,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,6.0,11.3,10.7,12.6,0.0,8.0,1.0,0.0,9.0,19.666666666666664,20
3SU11036-AA301AA0,"lampara de senalizacion, 22 mm, redondo, plastico, amarillo, lente, liso, con soporte, modulo de LED con LED intgr. 110 V AC, borne de tornillo",2024-05-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,5.0,23.0,21.75,25.55,0.0,0.0,0.0,0.0,0.0,inf,Infinito
5SL62047CC,"Automato magnetotermico 400 V 6 kA, 2 polos, C, 4 A",2024-05-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,7.0,22.1,20.8,24.5,0.0,7.0,3.0,4.0,14.0,14.75,15
3RW40361BB04,SIRIUS SOFT STARTER 45A S2 24V,2024-04-30,105,EQUI.AUTO.Y CONTROL,,,11,1.0,2380.1,2247.8,2644.5,0.0,0.0,0.0,0.0,0.0,inf,Infinito
WDR-120-24,"FUENTE ALIMENTACION, ENT 180-550 VAC - SAL 24VDC/5A, MEAN WELL",2024-04-25,105,EQUI.AUTO.Y CONTROL,,,11,1.0,160.5,151.6,178.3,0.0,3.0,1.0,0.0,4.0,7.375,7
3RV20110KA20,"GUARDAMOTOR 0.9-1.25 A , S00",2024-04-19,105,EQUI.AUTO.Y CONTROL,,,11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
TQMH000,ADAPTADOR P/MAIN THQL MAX 125A,2024-04-17,105,EQUI.AUTO.Y CONTROL,,,11,46.0,20.5,19.4,22.8,0.0,54.0,0.0,0.0,54.0,25.12962962962963,25
3NP11531DA10,"SENTRON, fusible-interruptor-seccionador 3NP1, 3 polos, NH2, 400 A, para Montaje e instalación en placa de montaje, conexión plana, Plano de cubierta 70 mm",2024-03-19,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,1.0,380.3,359.2,422.6,0.0,1.0,0.0,0.0,1.0,29.5,30
3RA2912-2H,Conectores mecánicos Enclavamiento lateral para contactor 3RT2.1 compuesto por 2 conectores y 1 inducido para 1 combinación,2024-03-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,13.0,3.3,3.2,3.7,0.0,4.0,2.0,0.0,6.0,63.916666666666664,64
6ED10521HB080BA1,"LOGO! 24RCE, modulo logico,display FA/E/S: 24 V AC/DC 24 V/rele, 8 DI/4 DO, mem. 400 bloques, posibilidad de ampliacion modular, Ethernet, servidor web integrado, Datalog, paginas web",2024-02-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,2.0,191.0,180.4,212.2,0.0,8.0,0.0,0.0,8.0,7.375,7
A7B93000017780,TRANSFORMADOR INTENSIDAD 400,2024-02-08,105,EQUI.AUTO.Y CONTROL,,,11,3.0,200.0,188.9,222.2,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RU21161AB0,"Rele de sobrecarga 1,1...1,6 A termico para proteccion de motores tamano S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2024-02-07,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,15,1.0,44.5,42.0,49.4,0.0,0.0,0.0,1.0,1.0,29.5,30
PU1228GF,TOMA DOBLE POLARIZADO GFCI 15A BLANCO,2024-02-02,105,EQUI.AUTO.Y CONTROL,,,11,2.0,29.2,27.6,32.4,0.0,3.0,0.0,0.0,3.0,19.666666666666664,20
US2:BQD320,Interruptor BQD 3P 20 A 480 V AC 14 kA,2024-02-02,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,INTERRUPTORES INDUSTRIALES,11,4.0,92.2,87.1,102.4,0.0,0.0,3.0,1.0,4.0,29.5,30
US2:S4242B3225,Siemens Low Voltage serie ES centro de carga. instalado de fabrica Interruptor principal con 42 espacios de 1 pulgada para un maximo de 42 circuitos. Trifasico 4 hilos Valor nominal del sistema,2024-02-02,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,704.1,665.0,782.3,0.0,2.0,0.0,0.0,2.0,14.75,15
USA:SBLBD,Kit montaje interruptor bombín cerradura P5 tablero distrib. y FC,2024-01-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,131.5,124.2,146.1,0.0,8.0,2.0,0.0,10.0,2.95,3
3RT10556AF36,"contactor de potencia, AC-3e/AC-3 150 A, 75 kW/400 V AC (50-60 Hz)/DC Uc:  110-127 V tripolar, contactos auxiliares 2 NA + 2 NC accionamiento: convencional circuito ppal.: barra circuito de",2024-01-22,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,585.4,552.8,650.4,0.0,1.0,0.0,0.0,1.0,29.5,30
3NP11631DA10,"SENTRON, fusible-interruptor-seccionador 3NP1, 3 polos, NH3, 630 A, para Montaje e instalación en placa de montaje, conexión plana, Plano de cubierta 70 mm",2024-01-03,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,2.0,473.0,446.0,525.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
5SL61167CC,"Automato magnetotermico 230/400 V 6 kA, 1 polo, C, 16 A",2024-01-03,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,8.0,6.5,6.2,7.3,0.0,1.0,1.0,6.0,8.0,29.5,30
5SV0100,CAJA TIPO SV1 50X30X25CM,2023-12-19,105,EQUI.AUTO.Y CONTROL,,,11,2.0,156.8,148.1,174.2,0.0,0.0,1.0,0.0,1.0,59.0,59
5SX11327,AUTOMATO 1P-32A,2023-12-19,105,EQUI.AUTO.Y CONTROL,,,15,10.0,7.0,6.6,7.8,0.0,2.0,0.0,0.0,2.0,147.5,148
8WA10111PF00,"Borne PE, 2 bornes de tornillo verde-amarillo, 6mm, tam. 2,5",2023-12-19,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,45.0,3.8,3.6,4.2,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RT20281AV60,"contactor de potencia, AC-3e/AC-3, 38 A, 18,5 kW/400 V, tripolar, 480 V AC, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2023-12-12,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,2.0,105.7,99.8,117.5,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SU14011BF201AA0,"modulo de LED con LED intgr. 230 V AC, rojo, bornes de tornillo, para fijacion en placa frontal",2023-12-12,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,1.0,26.4,24.9,29.3,0.0,0.0,4.0,0.0,4.0,7.375,7
3UX00020AA02,ELECTRODO P/SUPERVISION NIVEL,2023-12-06,105,EQUI.AUTO.Y CONTROL,,,11,2.0,12.0,11.3,13.3,0.0,7.0,0.0,0.0,7.0,8.428571428571429,8
3RV1915-1AB,Embarrados trifasicos Distancia entre dientes 45 mm para 2 interruptores Conexiones con forma de horquilla,2023-12-04,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,3.0,18.2,17.2,20.2,0.0,0.0,0.0,0.0,0.0,inf,Infinito
E0408ML1125F,"CENTRO DE CARGA 4CC, 1F, 125A",2023-12-04,105,EQUI.AUTO.Y CONTROL,,,11,1.0,68.05,64.3,75.6,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3NA3801,"cartucho de fusibles NH, NH000, Entrada: 6 A, gG, Un AC: 500 V, Un DC: 250 V, indicador de fusion superior, orejetas energizadas",2023-11-15,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,3.0,10.8,10.2,12.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SE50000AF01,cabeza de accionamiento para interruptores de posicion 3SE51/52 rodillo y palanca acodada Palanca metalica con rodillo de plastico 22 mm,2023-11-15,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,26.0,24.5,28.8,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SE51220CA00,"cuerpo para interruptor de posición 3SE51 Caja metálica 56 mm Conexión del aparato 3x (M20x 1,5) 1NA/1NC contactos de acción brusca sin cabeza de accionamiento",2023-11-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,1.0,45.1,42.6,50.1,0.0,0.0,3.0,0.0,3.0,9.833333333333332,10
A7B93000014985,TRANSFORMADOR 100/5A NUCLEO PARTIDO,2023-11-08,105,EQUI.AUTO.Y CONTROL,,,15,3.0,81.0,76.5,62.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
6ED10551CB000BA2,"Modulo de ampliacion LOGO! DM8 24, FA/E/S: 24V/24V/trans., 4 DI/4 DO para LOGO! 8",2023-11-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,2.0,81.4,76.9,90.5,0.0,0.0,0.0,0.0,0.0,inf,Infinito
7KM32200BA011DA0,SENTRON PAC3220 LCD 96 Ã— 96 mm Dispositivo de vigilancia electrica incorporado en panel para medir magnitudes electricas Protocolo: Modbus TCP con display grafico Ue nominal: 690/400 V 45-65 Hz,2023-11-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,MEDICION DE ENERGIA,11,1.0,636.9,601.5,707.6,0.0,1.0,0.0,0.0,1.0,29.5,30
7KT5503,Contador horario 48 x 48 mm AC 115V 60Hz sin tapa 55 x 55 mm,2023-11-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,3.0,45.0,42.5,50.0,0.0,2.0,5.0,1.0,8.0,11.0625,11
BALIZA 3C 24,Baliza de señalización 3 colores C/Buzer,2023-10-06,105,EQUI.AUTO.Y CONTROL,,,11,1.0,65.25,61.6,72.5,0.0,0.0,0.0,0.0,0.0,inf,Infinito
8WA10111DH11,"Borne de paso termoplástico Borne de tornillo en ambos lados borne sencillo, 8mm, tam. 6",2023-09-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,1.0,2.4,2.3,2.7,0.0,20.0,0.0,0.0,20.0,1.475,1
A7B93000749012,"Siemens Low Voltage, sobretens. linea de dispositivos de proteccion de TPS309 como parte del grupo externo (montaje remoto). Tipo 1 SPD. Dimensiones (L x An x Al): 8,3 x 3,6 x 3,0. Trifasico, 4",2023-09-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,391.0,370.0,435.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
US2:CQD220,Interruptor CQD 2P 20 A 480/277V 14 kA DIN,2023-09-12,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,INTERRUPTORES INDUSTRIALES,11,4.0,74.0,69.9,82.2,0.0,0.0,2.0,0.0,2.0,59.0,59
US2:CQD320,Interruptor CQD 3P 20 A 480/277V 14 kA DIN,2023-09-11,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,INTERRUPTORES INDUSTRIALES,11,3.0,105.9,100.0,117.7,0.0,1.0,2.0,0.0,3.0,29.5,30
3NE18030,"Cartucho de fusibles SITOR, con contactos de cuchilla, NH000, Entrada: 35 A, gS, Un AC: 690 V, Un DC: 250 V, indicador de fusion superior",2023-08-30,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,6.0,48.0,45.35,53.35,0.0,0.0,0.0,0.0,0.0,inf,Infinito
US2:SN2448B1150,"Siemens Low Voltage, variante conectable preparada para neutro, serie Standard de centro de carga ensamblado. Interruptor principal con 24 espacios 1 in para un maximo de 48 circuitos. Sistema",2023-08-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,237.8,224.6,264.2,0.0,0.0,1.0,-1.0,0.0,inf,Infinito
3RT20261AV60,"contactor de potencia, AC-3e/AC-3, 25 A, 11 kW/400 V, tripolar, 480 V AC, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2023-07-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,6.0,79.0,74.6,87.7,0.0,2.0,10.0,0.0,12.0,14.75,15
3RT26361NP35,"contactor para condensador, AC-6b 50 kVAr, /400 V, tripolar, 175-280 V AC/DC, 50/60 Hz, con varistor integrado, contactos auxiliares: 2 NC, borne de tornillo, tamano: S2",2023-07-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,9.0,631.3,596.2,701.4,0.0,0.0,1.0,0.0,1.0,265.5,266
8WA10110DF21,"Borne de paso termoplástico Borne de tornillo en ambos lados Bloque de bornes 10 polos, beige sin nombre 61 mm, tam. 2,5",2023-07-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,17.0,14.0,13.3,15.6,0.0,3.0,0.0,0.0,3.0,167.16666666666669,167
3NE18150,"Cartucho de fusibles SITOR, con contactos de cuchilla, NH000, Entrada: 25 A, gS, Un AC: 690 V, Un DC: 250 V, indicador de fusion superior",2023-06-27,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,12.0,48.5,45.8,53.9,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RT19646A,JUEGO DE CONTACTOS PRINCIPALES P/3RT1064,2023-06-27,105,EQUI.AUTO.Y CONTROL,,,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RU21264FB0,"Rele de sobrecarga 34...40 A termico para proteccion de motores tamano S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2023-06-27,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,1.0,63.6,60.05,70.65,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RU29263AA01,soporte para instalación independiente para 3RU21/3RB30/3RB31/3RR2 Tamaño S0 instalación independiente circuito principal: atornillable Circuito auxiliar: --,2023-06-27,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,1.0,10.6,10.0,11.8,0.0,3.0,0.0,0.0,3.0,9.833333333333332,10
A7B93000015046,CAPACITOR 24KVAR 480V PHASECAP,2023-06-27,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,172.9,163.3,192.1,0.0,4.0,14.0,0.0,18.0,3.2777777777777777,3
MX:B130,"Siemens Low Voltage, var. moldeada, caja de interruptores automaticos. Montaje en tablero de distribucion, 240 V Interruptores automaticos, tipo BL, 1 polo, 120 VAC son circuitos, proteccion;",2023-06-27,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,12.0,6.6,6.2,7.3,0.0,1.0,0.0,0.0,1.0,354.0,354
3RT10361AL20,"Contactor de potencia, 3 AC 50 A, 22 kW/400 V 230 V AC, 50/60 Hz, 3 polos, Tamano S2, borne de tornillo !!! Producto a extinguir El sucesor es SIRIUS 3RT2 El tipo sucesor preferido es",2023-06-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,145.0,137.0,161.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3NA3810,"cartucho de fusibles NH, NH000, Entrada: 25 A, gG, Un AC: 500 V, Un DC: 250 V, indicador de fusion superior, orejetas energizadas",2023-06-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,2.0,9.5,9.0,10.6,0.0,3.0,0.0,0.0,3.0,19.666666666666664,20
5SL61407CC,"Automato magnetotermico 230/400 V 6 kA, 1 polo, C, 40 A",2023-06-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,10.0,9.65,9.15,10.75,0.0,0.0,0.0,0.0,0.0,inf,Infinito
A7B10002251119,"MOTOR TRIFÁSICO NEMA DE BAJO VOLTAJE, JAULA DE ARDILLA. GP100 1HP 230/460V",2023-06-13,105,EQUI.AUTO.Y CONTROL,,,11,1.0,360.2,340.2,400.3,0.0,1.0,0.0,0.0,1.0,29.5,30
3RT10351AL20,"Contactor de potencia, 3 AC 40 A, 18.5 kW/400 V 230 V AC, 50/60 Hz, 3 polos, Tamano S2, borne de tornillo !!! Producto a extinguir El sucesor es SIRIUS 3RT2 El tipo sucesor preferido es",2023-05-15,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,90.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SB32020AA11,PULSADOR NEGRO 1NA,2023-05-15,105,EQUI.AUTO.Y CONTROL,,,11,3.0,14.1,13.3,15.65,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3SB34000C,"Elemento de conmutación con 1 contacto, 1NC, bornes de tornillo, para fijación en placa frontal !!! Producto a extinguir El sucesor es SIRIUS ACT 3SU1 El tipo sucesor preferido es",2023-05-15,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,2.0,5.0,4.7,5.6,0.0,0.0,0.0,0.0,0.0,inf,Infinito
7KM10200BA011DA0,SENTRON PAC1020 96 Ã— 96 mm dispositivo de vigilancia electrica incorporado en panel para medir magnitudes electricas protocolo: Modbus RTU con display grafico Ue nominal max.: 400/230 V 45-65 Hz,2023-04-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,MEDICION DE ENERGIA,11,1.0,195.8,184.9,217.6,0.0,0.0,2.0,0.0,2.0,14.75,15
3NE18170,"Cartucho de fusibles SITOR, con contactos de cuchilla, NH000, Entrada: 50 A, gS, Un AC: 690 V, Un DC: 250 V, indicador de fusion superior",2023-04-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,3.0,41.45,39.15,46.05,0.0,0.0,0.0,0.0,0.0,inf,Infinito
3RH21401BB40,"contactor auxiliar, 4 NA, 24 V DC, bornes de tornillo, tamaño S00",2023-03-20,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,4.0,49.3,46.6,54.8,0.0,8.0,9.0,0.0,17.0,6.9411764705882355,7
MX:B215,"Interruptor 15 A, 2P, 120/240 V, 10K  BL10 K AIC",2023-03-10,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,14.6,13.8,16.3,0.0,3.0,0.0,2.0,5.0,5.9,6
3SU11026AA201AA0,"lampara de senalizacion, 22 mm, redondo, plastico, rojo, lente, liso, con soporte, Modulo LED, CON LED INTGR. 24 V AC/DC, borne de tornillo",2023-02-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,4.0,17.5,16.5,19.4,0.0,2.0,0.0,4.0,6.0,19.666666666666664,20
