ItemCode,ItemName,LastPurDat,ItmsGrpCod,ItmsGrpNam,Categoria_CI,Subcategoria_CI,Bodega,Stock_Bodega,Precio_B2B_Estandar,Precio_B2B_VIP,Precio_B2C,Precio_Promociones_Ecommerce,Ventas_2024,Ventas_2025,Ventas_2026,Ventas_Total_29_5_Meses,Alcance_Inventario_Meses,Alcance_Inventario_Meses_Redondeado
3RV20214EA10,"Interruptor automatico tamano S0 para proteccion de motores, CLASE 10 Disparador por sobrecarga con retardo segun intensidad 27...32 A Disparador de cortocircuito 400 A borne de tornillo poder",2025-07-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,3.0,131.0,123.8,145.6,0.0,11.0,7.0,3.0,21.0,4.214285714285714,4
25893,"Caja de mando de 3 posiciones, agujeros de 22mm, EBCHQ",2025-06-30,105,EQUI.AUTO.Y CONTROL,,,11,2.0,48.524507,43.672057,53.376958,0.0,0.0,0.0,0.0,0.0,inf,Infinito
Q3100,"Siemens Low Voltage Interruptores automaticos residenciales Interruptores pequenos termomagneticos Interruptores - Tipo QP/MP 3 polos 240 V AC son protecciones de circuito, redes de centro de",2025-06-30,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,2.0,53.8,50.8,59.7,0.0,4.0,2.0,0.0,6.0,9.833333333333332,10
3RU21161KB0,"Rele de sobrecarga 9,0...12,5 A termico para proteccion de motores tamano S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2025-06-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,2.0,44.9,42.4,49.8,0.0,13.0,2.0,2.0,17.0,3.4705882352941178,3
3VM12255EE320AA0,"interruptor automático 3VM1 IEC frame 250 clase de poder de corte M Icu=55 kA a 415 V, 3 polos, protección de distribuciones TM220, ATFM, In=250 A protección de sobrecarga Ir=175 A...250 A,",2025-06-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,INTERRUPTORES INDUSTRIALES,11,1.0,469.4,443.3,521.6,0.0,1.0,1.0,0.0,2.0,14.75,15
3NA3130,FUSIBLE NH TAMAÑO-1 500V 100 A,2025-06-18,105,EQUI.AUTO.Y CONTROL,,,11,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,413.0,413
3NA3824,"cartucho de fusibles NH, NH000, Entrada: 80 A, gG, Un AC: 500 V, Un DC: 250 V, indicador de fusion superior, orejetas energizadas",2025-06-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,12.0,11.1,10.5,12.3,0.0,10.0,18.0,6.0,34.0,10.411764705882353,10
3RU21364FB0,"Rele de sobrecarga 28...40 A termico para proteccion de motores tamano S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2025-06-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,3.0,81.3,76.8,90.3,0.0,5.0,1.0,0.0,6.0,14.75,15
6ES72231PL320XB0,"SIMATIC S7-1200, E/S digitales SM 1223, 16 DI/16 DO, 16 DI DC 24V, Sink/Source, 16 DO, rele 2 A",2025-06-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,5.0,403.2,380.8,448.0,0.0,7.0,3.0,0.0,10.0,14.75,15
A7B93000057173,CAPACITOR 12.5 KVAR 480V PHASECAP,2025-06-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,1.0,114.0,107.7,126.7,0.0,2.0,7.0,1.0,10.0,2.95,3
MX:B260,Interruptor 60 A 2P 120/240 V 10 K BL  10 K AIC,2025-06-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,6.0,22.7,21.4,25.2,0.0,6.0,3.0,4.0,13.0,13.615384615384617,14
3RP25251AW30,"Rele temporizador, electronico retardado a la excitacion 1 conmutado, 7 rangos de tiempo 0,05 s...100 h, 12-240 V AC/DC con 50/60 Hz AC con LED, conexion por tornillo",2025-05-31,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,84.3,79.6,93.6,0.0,6.0,2.0,0.0,8.0,7.375,7
3RT20261AK60,"contactor de potencia, AC-3e/AC-3, 25 A, 11 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2025-05-31,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,79.6,75.2,88.4,0.0,26.0,8.0,7.0,41.0,0.7195121951219512,1
3RT20351AK60,"contactor de potencia, AC-3e/AC-3, 41 A, 18,5 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S2",2025-05-31,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,3.0,133.9,126.4,148.7,0.0,7.0,3.0,0.0,10.0,8.85,9
3SE50000AH00,"cabeza de palanca de rodillo (pedir la palanca por separado) para interruptores de posicion 3SE51/3SF11,para 40/56/56XL mm, Puntos de conmutacion segun EN 50041. La direccion de conmutacion de",2025-05-31,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,4.0,27.0,25.5,30.0,0.0,9.0,10.0,0.0,19.0,6.2105263157894735,6
3SU15000AA100AA0,"Soporte, triple, plastico.",2025-05-31,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,10.0,2.7,2.5,3.0,0.0,17.0,22.0,7.0,46.0,6.413043478260869,6
5ST1141,"perfil DIN, 35x 27x 7,3x 1,0 mm 2000 mm de largo, sin taladrar galvanizado por método Sendzimir",2025-05-30,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,3.8,3.6,4.2,0.0,2.0,2.0,0.0,4.0,14.75,15
A7B93000015552,CABLE TFF 18,2025-05-28,105,EQUI.AUTO.Y CONTROL,,,11,10.0,0.4,0.3,0.4,0.0,0.0,400.0,0.0,400.0,0.7375,1
MX:B330,"Siemens Low Voltage, var. moldeada, caja de interruptores automaticos. Montaje en tablero de distribucion, 240 V Interruptores automaticos, tipo BL, 3 polos, 240 V AC son circuitos, proteccion;",2025-05-28,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,4.0,30.3,28.6,33.7,0.0,1.0,0.0,0.0,1.0,118.0,118
MX:B340,Interruptor 40 A 3P 240 V 10 K BL,2025-05-28,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,5.0,37.8,35.7,42.0,0.0,5.0,6.0,2.0,13.0,11.346153846153847,11
MX:B360,"Siemens Low Voltage, var. moldeada, caja de interruptores automaticos. Montaje en tablero de distribucion, 240 V Interruptores automaticos, tipo BL, 3 polos, 240 V AC son circuitos, proteccion;",2025-05-28,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,3.0,67.7,63.9,75.2,0.0,3.0,3.0,1.0,7.0,12.642857142857142,13
6ED10551FB100BA2,"Modulo ampl. LOGO! DM16 230R, FA/E/S: 230V/230V/rele, 4 TE, 8 DI/8 DO para LOGO! 8",2025-05-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,2.0,150.2,141.9,166.9,0.0,1.0,4.0,0.0,5.0,11.8,12
5SL63207CC,"Automato magnetotermico 400 V 6 kA, tripolar, C, 20 A",2025-05-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,10.0,22.7,21.4,25.2,0.0,6.0,16.0,2.0,24.0,12.291666666666668,12
5SL63327CC,"Automato magnetotermico 400 V 6 kA, tripolar, C, 32 A",2025-05-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,7.0,22.8,21.6,25.4,0.0,12.0,36.0,2.0,50.0,4.130000000000001,4
6EP33326SB000AY0,"LOGO!POWER 24 V/2,5 A fuente de alimentacion estabilizada entrada: 100-240 V AC salida: 24 V DC/2,5 A",2025-05-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,7.0,86.0,81.2,95.5,0.0,23.0,13.0,3.0,39.0,5.294871794871795,5
6XV18703QH20,"Industrial Ethernet TP Cord RJ45/RJ45, Cat 6A, cable de par trenzado 4 × 2, confeccionado con 2 conectores RJ45, longitud 2 m",2025-05-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,1.0,67.0,63.3,74.4,0.0,5.0,2.0,0.0,7.0,4.214285714285714,4
6ES72720AA300YA1,"*** repuesto *** SIMATIC S7, visualizador de textos TD 200 para S7-200, de 2 líneas, con cable (2,5 m) y accesorios de montaje, configuración con STEP 7-Micro/WIN sin homologación ATEX",2025-04-25,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,1.0,920.0,868.9,1022.2,0.0,1.0,0.0,0.0,1.0,29.5,30
MX:B120,Interruptor 20 A 1P 120 V 10 K BL SIEMENS,2025-04-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,4.0,9.8,9.3,10.9,0.0,4.0,9.0,13.0,26.0,4.538461538461538,5
6AV21240GC010AX0,"SIMATIC HMI TP700 Comfort, Comfort Panel, mando tactil, pantalla panoramica TFT 7'', 16 millones de colores, interfaz PROFINET, interfaz MPI/PROFIBUS DP, memoria de configuracion de 12 MB,",2025-04-04,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,PANTALLAS HMI,11,1.0,1884.6,1779.9,2094.0,0.0,6.0,2.0,1.0,9.0,3.2777777777777777,3
3RT20251AL20,"contactor de potencia, AC-3e/AC-3, 17 A, 7,5 kW/400 V, tripolar, 230 V AC, 50/60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2025-04-02,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,4.0,58.1,54.8,64.5,0.0,43.0,9.0,10.0,62.0,1.9032258064516128,2
3RV20314UA10,"Interruptor automatico tamano S2 para proteccion de motores, CLASE 10 Disparador por sobrecarga con retardo segun intensidad 32...40 A Disparador de cortocircuito 585 A borne de tornillo poder",2025-04-02,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,3.0,209.7,198.0,233.0,0.0,7.0,1.0,1.0,9.0,9.833333333333332,10
MX:B250,Interruptor 50 A 2P 120/240 V 10 K  BL10 K AIC,2025-04-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,6.0,18.9,17.8,21.0,0.0,3.0,13.0,2.0,18.0,9.833333333333332,10
US2:FXD63B225L,"Interruptor FD 3P 225 A 600 V 22 kA, terminales FX",2025-04-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,INTERRUPTORES INDUSTRIALES,11,1.0,532.1,502.5,591.2,0.0,1.0,1.0,0.0,2.0,14.75,15
3SU11060AB201CA0,"pulsador luminoso, 22 mm, redondo, plastico, rojo, boton, rasante, momentaneo, con soporte, 1NC, modulo de LED con LED intgr. 230 V AC, borne de tornillo",2025-03-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,5.0,30.8,29.1,34.3,0.0,32.0,5.0,0.0,37.0,3.986486486486487,4
A7B93000018009,CAPACITOR 12.5 KVAR 230V PHASECAP,2025-03-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,2.0,153.5,145.0,170.5,0.0,6.0,1.0,1.0,8.0,7.375,7
3RT20261AC20,"contactor de potencia, AC-3e/AC-3, 25 A, 11 kW/400 V, tripolar, 24 V AC, 50/60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2025-03-19,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,3.0,77.8,73.5,86.5,0.0,19.0,9.0,1.0,29.0,3.0517241379310343,3
3RU21364GB0,"Rele de sobrecarga 36...45 A termico para proteccion de motores tamano S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2025-03-19,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,1.0,92.9,87.8,103.3,0.0,2.0,2.0,0.0,4.0,7.375,7
3RV20111DA10,"Interruptor automatico tamano S00 para proteccion de motores, CLASE 10 Disparador por sobrecarga con retardo segun intensidad 2,2...3,2 A Disparador de cortocircuito 42 A borne de tornillo poder",2025-03-19,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,6.0,70.5,66.6,78.3,0.0,9.0,1.0,1.0,11.0,16.09090909090909,16
3RV20110HA10,"Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,55...0,8 A Disparador de cortocircuito 10 A borne de tornillo",2025-03-10,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,GUARDAMOTORES,11,4.0,64.9,61.3,72.1,0.0,4.0,2.0,3.0,9.0,13.11111111111111,13
3RT20171AK61,"contactor de potencia, AC-3e/AC-3, 12 A, 5,5 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA, borne de tornillo, tamano: S00",2025-03-07,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,7.0,41.9,39.5,46.5,0.0,36.0,3.0,0.0,39.0,5.294871794871795,5
3SU11066AA301AA0,"lampara de senalizacion, 22 mm, redondo, plastico, amarillo, lente, liso, con soporte, Modulo LED, con LED intgr. 230 V AC, borne de tornillo",2025-02-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,1.0,23.5,22.2,26.1,0.0,0.0,4.0,1.0,5.0,5.9,6
3RA2934-2B,"enclavamiento mecánico para combinaciones de contactores, para contactores 3RT203, 3RT204",2025-02-12,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,15,2.0,8.8,8.3,7.0,0.0,0.0,0.0,0.0,0.0,inf,Infinito
6ES72141AG400XB0,"SIMATIC S7-1200, CPU 1214C, CPU compacta, DC/DC/DC, E/S integradas: 14 DI 24 V DC; 10 DO 24 V DC; 2 AI 0-10 V DC, alimentacion: DC 20,4-28,8 V DC, memoria de programas/datos 150 KB",2025-02-10,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,1.0,629.3,594.4,699.3,0.0,3.0,4.0,0.0,7.0,4.214285714285714,4
3RU21264EB0,"Rele de sobrecarga 27...32 A termico para proteccion de motores tamano S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2025-01-22,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,9.0,71.7,67.7,79.6,0.0,2.0,1.0,1.0,4.0,66.375,66
6SL32105BB222UV1,"SINAMICS V20 200-240 V 1 AC –15/+10% 47-63 Hz 2,2 kW con 150% de sobrecarga durante 60 s sin filtro E/S: 4 DI, 2 DQ, 2 AI, 1 AO bus de campo: USS/Modbus con panel de operador básico integrado",2025-01-20,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,VARIADORES,11,3.0,352.0,332.4,391.1,0.0,9.0,1.0,2.0,12.0,7.375,7
6EP13332BA20,SITOP PSU100S 24 V/5 A fuente de alimentación estabilizada entrada: 120/230 V AC salida: 24 V DC/5 A,2025-01-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,3.0,183.6,173.4,203.9,0.0,14.0,5.0,1.0,20.0,4.425,4
6SL32101PC254UL0,"SINAMICS G120 POWER MODULE PM240-2 SIN FILTRO CON FRENO CHOPPER INTEGRADO 3AC200-240V +10/-20% 47-63HZ POTENC. SOBRECARGA ALTA: 11KW CON 200% 3S,150% 57S,100% 240S TEMP. AMBI. -20 BIS +50 GRD C",2025-01-16,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,VARIADORES,11,1.0,3653.0,3450.1,4058.9,0.0,1.0,0.0,0.0,1.0,29.5,30
6ED10521CC080BA2,"LOGO! 24CE, módulo lógico, display FA/E/S: 24 V/24 V/24 V trans., 8 DI (4 AI)/4 DO, mem. 400 bloques, posibilidad de ampliación modular, Ethernet servidor web integrado, Datalog, páginas web",2025-01-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,"PLC, LOGOS & MODULOS",11,4.0,195.0,184.2,216.7,0.0,6.0,1.0,0.0,7.0,16.857142857142858,17
3RT20151AB01,"contactor de potencia, AC-3e/AC-3, 7 A, 3 kW/400 V, tripolar, 24 V AC, 50/60 Hz, contactos auxiliares: 1 NA, borne de tornillo, tamano: S00",2025-01-08,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,2.0,43.5,41.1,48.3,0.0,3.0,0.0,0.0,3.0,19.666666666666664,20
3RT20161AB01,"contactor de potencia, AC-3e/AC-3, 9 A, 4 kW/400 V, tripolar, 24 V AC, 50/60 Hz, contactos auxiliares: 1 NA, borne de tornillo, tamano: S00",2025-01-08,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,2.0,33.9,32.0,37.6,0.0,12.0,2.0,1.0,15.0,3.933333333333333,4
3RT20251AK60,"contactor de potencia, AC-3e/AC-3, 17 A, 7,5 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2025-01-08,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,3.0,60.1,56.8,66.8,0.0,12.0,1.0,0.0,13.0,6.807692307692308,7
3RU21264DB0,"Rele de sobrecarga 20...25 A termico para proteccion de motores tamano S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2024-12-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,1.0,49.2,46.5,54.7,0.0,5.0,2.0,0.0,7.0,4.214285714285714,4
3RU21364EB0,"Rele de sobrecarga 22...32 A termico para proteccion de motores tamano S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2024-12-18,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,4.0,80.7,76.2,89.7,0.0,1.0,0.0,0.0,1.0,118.0,118
3RU29363AA01,soporte para instalación independiente para 3RU21/3RB30/3RB31/3RR2 Tamaño S2 instalación independiente circuito principal: atornillable,2024-12-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,2.0,13.6,12.8,15.1,0.0,1.0,0.0,0.0,1.0,59.0,59
3SU10022BF100AA0,"Selector iluminable, 22 mm, redondo, plástico, negro, muletilla corta, 2 posiciones O-I, sostenido, ángulo de maniobra 90°, 10:30h/13:30 h",2024-12-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,8.0,22.4,21.2,24.9,0.0,1.0,5.0,0.0,6.0,39.33333333333333,39
5SL61047CC,"Automato magnetotermico 230/400 V 6 kA, 1 polo, C, 4 A",2024-12-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,4.0,11.9,11.3,13.2,0.0,16.0,0.0,3.0,19.0,6.2105263157894735,6
Q290,"Siemens Low Voltage Interruptores automáticos residenciales Interruptores pequeños termomagnéticos Interruptores - Tipo QP/MP 2 polos 120/240 V AC son circuitos, redes de centro de carga de",2024-12-14,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,25.5,24.1,28.4,0.0,24.0,4.0,0.0,28.0,1.0535714285714286,1
3RT20251AC20,"contactor de potencia, AC-3e/AC-3, 17 A, 7,5 kW/400 V, tripolar, 24 V AC, 50/60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S0",2024-12-11,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,59.0,55.7,65.5,0.0,2.0,4.0,0.0,6.0,4.916666666666666,5
3RT20361AK60,"contactor de potencia, AC-3e/AC-3, 51 A, 22 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamano: S2",2024-12-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,169.7,160.3,188.6,0.0,9.0,0.0,1.0,10.0,2.95,3
3RU21364QB0,"Rele de sobrecarga 47...57 A termico para proteccion de motores tamano S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme",2024-12-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,RELES DE PROTECCION,11,2.0,111.5,105.3,123.9,0.0,0.0,0.0,0.0,0.0,inf,Infinito
6SL32440BB121PA1,"SINAMICS G120 CONTROL UNIT CU240E-2 DP TIPO E SAFETY INTEGRATED STO PROFIBUS DP 6DI, 3DO, 2AI, 2AO, MAX 1F-DI INTERFAZ PTC/KTY INTERFAZ USB- Y SD/MMC GRADO DE PROTECCION IP20 TEMP. AMBI. 0 HASTA",2024-12-09,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,VARIADORES,11,3.0,401.9,379.6,446.6,0.0,8.0,0.0,0.0,8.0,11.0625,11
Q215,"Interruptor 15 A, 2P, 120/240 V, 10K  QP10 KAIC Siemens",2024-12-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,1.0,11.5,10.9,12.8,0.0,106.0,1.0,0.0,107.0,0.2757009345794392,0
3SU11060AB401BA0,"pulsador luminoso, 22 mm, redondo, plastico, verde, boton, rasante, momentaneo, con soporte, 1 NA, modulo de LED con LED intgr. 230 V AC, borne de tornillo",2024-11-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,5.0,32.9,31.0,36.5,0.0,44.0,9.0,0.0,53.0,2.7830188679245285,3
3SU11066AA401AA0,"lampara de senalizacion, 22 mm, redondo, plastico, verde, lente, liso, con soporte, Modulo LED, con LED intgr. 230 V AC, borne de tornillo",2024-11-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,2.0,23.8,22.5,26.4,0.0,12.0,10.0,3.0,25.0,2.36,2
Q220,"Interruptor 20 A, 2P, 120/240 V, 10K  QP10 KAIC Siemens",2024-11-26,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CENTROS DE CARGA E INTERRUPTORES,11,36.0,13.5,12.8,15.0,0.0,23.0,0.0,0.0,23.0,46.173913043478265,46
3NE12270,"Cartucho de fusibles SITOR, con contactos de cuchilla, NH1, Entrada: 250 A, gS, Un AC: 690 V, Un DC: 250 V, indicador de fusion superior",2024-11-20,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,2.0,109.8,103.7,122.0,0.0,7.0,0.0,0.0,7.0,8.428571428571429,8
5ST3010,"bloque de contactos auxiliares 1 NA + 1 NC para automático magnetotérmico 5SL, 5SY, 5SP interruptor incorporado 5TL1, interruptor dif./aut. 5SU1, interruptor diferencial 5SV (con 5SU1 se",2024-11-08,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,OTROS,11,6.0,24.8,23.4,27.5,0.0,16.0,1.0,0.0,17.0,10.411764705882353,10
3NA3260,"cartucho de fusibles NH, NH2, Entrada: 400 A, gG, Un AC: 500 V, Un DC: 440 V, indicador de fusion superior, orejetas energizadas",2024-10-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,FUSIBLES,11,3.0,35.0,33.1,38.9,0.0,3.0,0.0,0.0,3.0,29.5,30
3SU11036AA201AA0,"lampara de senalizacion, 22 mm, redondo, plastico, rojo, lente, liso, con soporte, modulo de LED con LED intgr. 110 V AC, borne de tornillo",2024-10-21,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,BOTONERIA,11,3.0,22.9,21.6,25.4,0.0,2.0,0.0,0.0,2.0,44.25,44
AE34145,TERMINAL OJO ROJO 22-16,2024-09-12,105,EQUI.AUTO.Y CONTROL,,,11,200.0,0.1,0.1,0.1,0.0,100.0,0.0,0.0,100.0,59.0,59
CAB.09.151,TERMINAL TIPO Y ROJO 16-22,2024-09-12,105,EQUI.AUTO.Y CONTROL,,,11,100.0,0.1,0.1,0.1,0.0,100.0,0.0,0.0,100.0,29.5,30
5SV0200,CAJA TIPO SV2 60X40X25CM,2024-09-02,105,EQUI.AUTO.Y CONTROL,,,11,1.0,195.0,184.2,216.7,0.0,1.0,0.0,0.0,1.0,29.5,30
5SL61067CC,"Automato magnetotermico 230/400 V 6 kA, 1 polo, C, 6 A",2024-09-01,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,AUTOMATOS,11,20.0,11.8,11.1,13.1,0.0,8.0,1.0,11.0,20.0,29.5,30
3RT20151AK61,"contactor de potencia, AC-3e/AC-3, 7 A, 3 kW/400 V, tripolar, 110 V AC, 50 Hz/120 V, 60 Hz, contactos auxiliares: 1 NA, borne de tornillo, tamano: S00",2024-08-13,105,EQUI.AUTO.Y CONTROL,EQUIPO ELECTRICO & AUTOMATIZACION,CONTACTORES,11,1.0,32.0,30.2,35.5,0.0,6.0,1.0,0.0,7.0,4.214285714285714,4
